what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301098638134
started,bundle,org.eclipse.cdt.codan.ui,1.1.0.201101311025,"org.eclipse.cdt.codan.ui",1301098638527
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301098638848
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301098639033
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301098782817
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201101311025,"org.eclipse.cdt.codan.checkers.ui",1301098787095
executed,command,org.eclipse.ui.editors,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.folding.toggle",1301098876053
started,bundle,org.eclipse.compare,3.5.200.I20101206-1300,"org.eclipse.compare",1301098914998
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301098916913
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201102011614,"org.eclipse.linuxtools.cdt.libhover",1301098917817
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301098942593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301098975128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301098976759
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301098982100
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301099008132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099045623
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201101311025,"org.eclipse.cdt.managedbuilder.ui",1301099048675
started,bundle,org.eclipse.mylyn.wikitext.ui,1.4.0.I20110202-1522,"org.eclipse.mylyn.wikitext.ui",1301099083872
started,bundle,org.eclipse.mylyn.wikitext.core,1.4.0.I20110202-1522,"org.eclipse.mylyn.wikitext.core",1301099083918
executed,command,org.eclipse.ui.ide,3.7.0.I20110126-0800,"org.eclipse.ui.project.properties",1301099096686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099096717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099100908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099891613
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301099932313
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301099932964
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301099952202
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301099955789
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.showInformation",1301099963296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099963336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301099967242
started,bundle,org.eclipse.cdt.mylyn.ui,1.2.0.I20110202-1522,"org.eclipse.cdt.mylyn.ui",1301099998299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100003066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100004714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100007590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100009210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100012876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100015057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100049580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100051120
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301100057883
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100058801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100150482
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301100155418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100761038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100763214
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301100776817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100778303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100778725
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301100784590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301100839589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101116232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101131980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101147433
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301101174688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101205841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101214771
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301101220347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101238404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101240048
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301101244284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101244730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301101335321
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301101407375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301103762736
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301103765542
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.save",1301103768007
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301103778829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103784807
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.import",1301103799105
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.import",1301103799106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103799128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103814637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103838318
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301103841190
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301103914612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103925585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103926082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103926151
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1301103930678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103930706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103930915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103934267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103953819
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1301103954041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103954065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103989073
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103993593
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110124,"org.eclipse.ui.externaltools",1301103996135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301103996808
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110124,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1301104000286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301104000314
opened,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104089457
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104089757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301104089805
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104142028
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301104235577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301104246429
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1301104246709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301104246729
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301104249958
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104261323
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104332771
closed,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301104332782
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301104448545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301104456376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301104555789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301115180060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301115206280
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301115442736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301115499840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301115504812
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301115511153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301115515015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117779408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117781186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117782483
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301117881934
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301117883703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117919048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117921065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117927945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117929274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117964729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117966274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301117976703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118037324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118057091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118059707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118069424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118074384
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301118113295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118122200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118396801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301118397867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119111245
opened,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301119118872
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301119119084
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301119119126
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301119135383
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301119144320
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301119147661
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301119176539
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301119180635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119215751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119217648
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301119223730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119224102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119330619
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301119332692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119344832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119598228
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301119629590
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301119648202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301119650319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120336588
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120340521
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120340898
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120341175
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120341493
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120341820
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301120348239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120360328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120416566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120430605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120436584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120441089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120485481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120512584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120535396
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120538588
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120587408
closed,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120587408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120590930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120685108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120697290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120737342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120752769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120754289
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301120770318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120772841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120778069
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120781464
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301120782861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120787187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120788818
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301120794223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120794621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120798750
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120816356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120821167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120832867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120851883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120853425
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301120857957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120858293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120862391
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301120865462
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.cut",1301120893997
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301120928903
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301120940959
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301120941555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301120989048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121234735
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301121255427
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121258127
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121259769
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121263044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121281196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121353807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121427053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121435808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121459216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121466156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121493816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121501529
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.goto.lineEnd",1301121535058
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121563174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121573866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121583770
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121595876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121602224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121656524
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301121673916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121679588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121699097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121710570
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121717732
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.findReplace",1301121783222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121783274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121798171
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121802813
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121803231
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121803557
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121803853
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121804194
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121804498
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301121804853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121901738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301121937572
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122186786
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122187421
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122187787
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122188133
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.save",1301122191129
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122194997
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301122283380
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301122286088
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122296040
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122296415
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.goto.lineStart",1301122358454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122363626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122365389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122369342
